Gemeinde/Stadt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro,Niederschlagswassergebührensatz in Euro,Schmutzwassergebührensatz in Euro,Sondergebühren NW in Euro,Grundgebühr jährlich in Euro,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro,Veränderung zum Vorjahr,Fernsehstudio,Hörfunk,Schmutzwassergebührensatz Durchschnitt in Euro,Niederschlagswassergebührensatz Durchschnitt in Euro,Sondergebühren NW Durchschnitt in Euro,Grundgebühr jährlich in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro Durchschnitt,Veränderung zum Vorjahr Durchschnitt,Schmutzwassergebühr im Vergleich,Vergleich Schmutzwasser Text,Niederschlagsgebühren im Vergleich,Vergleich Schmutzwasser Text1,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Vergleich zum Durchschnitt,X.1
Wilnsdorf,636.8,0.66,2.5,null,51,632.9,0.006162111,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.98530892,unter dem Durchschnitt,-22.44139337,unter dem Durchschnitt,-12.3461617,unter dem Durchschnitt
Windeck,1092,1.4,3.8,null,150,1128,-0.031914894,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,26.18233045,über dem Durchschnitt,64.51825649,über dem Durchschnitt,50.31091619,über dem Durchschnitt
Winterberg,591.65,0.63,1.91,null,127.75,568,0.041637324,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-36.57677601,unter dem Durchschnitt,-25.96678458,unter dem Durchschnitt,-18.56093996,unter dem Durchschnitt
Wipperfürth,756.4,0.88,3.21,null,null,813.6,-0.070304818,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,6.590863353,über dem Durchschnitt,3.411475508,über dem Durchschnitt,4.116462457,über dem Durchschnitt
Witten,777.6,1.52,2.9,null,null,783.7,-0.007783591,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.702958342,unter dem Durchschnitt,78.61982133,über dem Durchschnitt,7.034586471,über dem Durchschnitt
Wülfrath,485.1,0.87,1.86,null,null,586.1,-0.172325542,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-38.23706983,unter dem Durchschnitt,2.236345105,über dem Durchschnitt,-33.22726608,unter dem Durchschnitt
Wuppertal,843.5,1.95,2.95,null,null,843.5,0,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-2.04266452,unter dem Durchschnitt,129.1504287,über dem Durchschnitt,16.10554744,über dem Durchschnitt
Würselen,626.3,0.91,2.54,null,null,662.6,-0.054784184,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.65707386,unter dem Durchschnitt,6.936866719,über dem Durchschnitt,-13.79145897,unter dem Durchschnitt
Xanten,897.8,0.86,3.93,null,null,904.3,-0.00718788,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,30.49909439,über dem Durchschnitt,1.061214701,über dem Durchschnitt,23.57979904,über dem Durchschnitt
Zülpich,841.8,0.86,3.65,null,null,923,-0.087973998,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.20144898,über dem Durchschnitt,1.061214701,über dem Durchschnitt,15.87154693,über dem Durchschnitt
